timestamp,oil_urals,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,usdrub,eurrub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_value,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,fixed_basket,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
2016/1/11,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,76.1963,82.914,31.55,-0.165975104,80804.3,-0.037267317,5.8,6.92,699.13,1682.54,125.05,310.71,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/12,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,77.1503,83.6251,30.86,-0.165975104,80804.3,-0.037267317,5.8,6.92,695.32,1690.3,123.54,310.71,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/13,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,76.4935,82.9888,30.31,-0.165975104,80804.3,-0.037267317,5.8,6.92,693.65,1684.78,123.43,285.03,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/14,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,76.3186,82.8869,31.03,-0.165975104,80804.3,-0.037267317,5.8,6.92,692.99,1680.77,122.89,284.41,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/15,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,77.7049,84.742,28.94,-0.165975104,80804.3,-0.037267317,5.8,6.92,652.98,1608.36,122.39,283.72,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/16,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,77.7049,84.742,28.94,-0.165975104,80804.3,-0.037267317,5.8,6.92,652.98,1608.36,122.39,283.72,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/17,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,77.7049,84.742,28.94,-0.165975104,80804.3,-0.037267317,5.8,6.92,652.98,1608.36,122.39,283.72,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/18,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,79.3075,86.3882,28.55,-0.165975104,80804.3,-0.037267317,5.8,6.92,646.9,1622.43,121.92,285.48,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/19,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,78.6515,85.9467,28.76,-0.165975104,80804.3,-0.037267317,5.8,6.92,660.29,1645.56,122.78,284.8,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/20,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,81.917,89.4731,27.88,-0.165975104,80804.3,-0.037267317,5.8,6.92,628.41,1630.39,121.78,284.21,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/21,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,82.2764,89.2056,29.25,-0.165975104,80804.3,-0.037267317,5.8,6.92,632.12,1677.19,121.02,285.2,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/22,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,78.1145,84.2911,32.18,-0.165975104,80804.3,-0.037267317,5.8,6.92,691.4,1717.98,122.2,285.21,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/23,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,78.1145,84.2911,32.18,-0.165975104,80804.3,-0.037267317,5.8,6.92,691.4,1717.98,122.2,285.21,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/24,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,78.1145,84.2911,32.18,-0.165975104,80804.3,-0.037267317,5.8,6.92,691.4,1717.98,122.2,285.21,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/25,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,79.4398,86.0299,30.5,-0.165975104,80804.3,-0.037267317,5.8,6.92,681.57,1716.56,122.44,285.22,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/26,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,77.9828,84.5639,31.8,-0.165975104,80804.3,-0.037267317,5.8,6.92,683.05,1705.01,122.71,285.26,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/27,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,77.4378,84.1613,33.1,-0.165975104,80804.3,-0.037267317,5.8,6.92,704.87,1747.57,123.46,285.02,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/28,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,76.5643,83.7967,33.89,-0.165975104,80804.3,-0.037267317,5.8,6.92,727.13,1771.93,124.5,285.86,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/29,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,75.5466,81.7925,34.74,-0.165975104,80804.3,-0.037267317,5.8,6.92,745.3,1784.92,124.3,286,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/30,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,75.5466,81.7925,34.74,-0.165975104,80804.3,-0.037267317,5.8,6.92,745.3,1784.92,124.3,286,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/1/31,29.1125,22016.1,-3.8,510.3,568.7,133.16,12.663,9.4,75.5466,81.7925,34.74,-0.165975104,80804.3,-0.037267317,5.8,6.92,745.3,1784.92,124.3,286,23219077,0.080399883,8.2,1157760,-0.339665795,12.92,NA,NA,NA,NA,NA,NA,19461.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.26,98.79,74.05,51.1,48.62,38.19,29.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/2/1,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,77.3793,84.2748,34.24,-0.49783883,80804.3,-0.037267317,5.8,6.92,730.39,1773.21,123.84,286,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/2/2,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,79.058,86.2443,32.72,-0.49783883,80804.3,-0.037267317,5.8,6.92,701.21,1758.26,123.28,287.42,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016/2/3,30.5943,22016.1,-3.8,515.2,560.8,133.16,8.481,9.4,78.085,86.402,35.04,-0.49783883,80804.3,-0.037267317,5.8,6.92,696.96,1746.35,123.65,291,22801529,-0.017982972,7.68,61748,-0.121137506,12.51,NA,NA,NA,NA,NA,NA,19544.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.88,97.07,84.12,53.62,46.89,38.11,29.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
